ticker,name,sector,industry,price,collection
rrts,"roadrunner transportation systems, inc.",services,air delivery & freight services,wiki/rrts,stocks/rrts
rse,"rouse properties, inc.",financial,property management,na,stocks/rse
rsg,"republic services, inc.",industrial goods,waste management,wiki/rsg,stocks/rsg
rsh,radioshack corp.,services,electronics stores,wiki/rsh,stocks/rsh
rsol,"real goods solar, inc.",,,na,stocks/rsol
rsys,radisys corporation,technology,computer based systems,wiki/rsys,stocks/rsys
rti,"rti international metals, inc.",industrial goods,metal fabrication,wiki/rti,stocks/rti
rtix,rti surgical inc.,healthcare,medical appliances & equipment,wiki/rtix,stocks/rtix
rtk,"rentech, inc.",basic materials,chemicals - major diversified,wiki/rtk,stocks/rtk
rtn,raytheon co.,industrial goods,aerospace/defense products & services,wiki/rtn,stocks/rtn
rue,"rue21, inc.",,,na,stocks/rue
rusha,"rush enterprises, inc.",,,wiki/rusha,stocks/rusha
rushb,"rush enterprises, inc.",services,auto dealerships,na,stocks/rushb
rvlt,"revolution lighting technologies, inc.",technology,diversified electronics,wiki/rvlt,stocks/rvlt
rvp,"retractable technologies, inc.",healthcare,medical instruments & supplies,na,stocks/rvp
rvm,"revett mining company, inc.",basic materials,industrial metals & minerals,na,stocks/rvm
rvsb,riverview bancorp inc.,financial,savings & loans,na,stocks/rvsb
rvbd,"riverbed technology, inc.",technology,information technology services,wiki/rvbd,stocks/rvbd
rxn,rexnord corporation,industrial goods,diversified machinery,wiki/rxn,stocks/rxn
ryl,ryland group inc.,industrial goods,residential construction,wiki/ryl,stocks/ryl
ryn,rayonier inc.,industrial goods,"lumber, wood production",na,stocks/ryn
saas,"incontact, inc.",technology,application software,wiki/saas,stocks/saas
sah,sonic automotive inc.,services,auto dealerships,wiki/sah,stocks/sah
safm,"sanderson farms, inc.",consumer goods,food - major diversified,wiki/safm,stocks/safm
sal,salisbury bancorp inc.,financial,regional - northeast banks,na,stocks/sal
sam,boston beer co. inc.,consumer goods,beverages - brewers,wiki/sam,stocks/sam
sanm,sanmina corporation,technology,diversified electronics,wiki/sanm,stocks/sanm
sanw,,consumer goods,farm products,na,stocks/sanw
rjet,republic airways holdings inc.,services,regional airlines,wiki/rjet,stocks/rjet
sape,sapient corp.,technology,business software & services,wiki/sape,stocks/sape
sasr,sandy spring bancorp inc.,financial,regional - mid-atlantic banks,wiki/sasr,stocks/sasr
salm,salem communications corp.,services,broadcasting - radio,wiki/salm,stocks/salm
sats,echostar corp.,technology,communication equipment,wiki/sats,stocks/sats
save,"spirit airlines, inc.",services,major airlines,wiki/save,stocks/save
sbac,sba communications corp.,services,rental & leasing services,wiki/sbac,stocks/sbac
sbcf,seacoast banking corp. of florida,financial,regional - mid-atlantic banks,wiki/sbcf,stocks/sbcf
sbgi,sinclair broadcast group inc.,services,broadcasting - tv,wiki/sbgi,stocks/sbgi
sbh,sally beauty holdings inc.,services,"specialty retail, other",wiki/sbh,stocks/sbh
sbsa,spanish broadcasting system inc.,services,broadcasting - radio,na,stocks/sbsa
sbsi,southside bancshares inc.,financial,regional - mid-atlantic banks,wiki/sbsi,stocks/sbsi
sbux,starbucks corporation,services,specialty eateries,wiki/sbux,stocks/sbux
scco,southern copper corp.,basic materials,copper,wiki/scco,stocks/scco
scei,sino clean energy inc,basic materials,synthetics,na,stocks/scei
scg,scana corp.,utilities,electric utilities,wiki/scg,stocks/scg
schl,scholastic corporation,services,publishing - books,wiki/schl,stocks/schl
schw,the charles schwab corporation,financial,investment brokerage - national,wiki/schw,stocks/schw
rsti,rofin-sinar technologies inc.,technology,scientific & technical instruments,wiki/rsti,stocks/rsti
sci,service corporation international,services,personal services,wiki/sci,stocks/sci
schn,"schnitzer steel industries, inc.",industrial goods,metal fabrication,wiki/schn,stocks/schn
scil,scientific learning corp.,services,education & training services,na,stocks/scil
sckt,"socket mobile, inc.",technology,computer peripherals,na,stocks/sckt
scl,stepan company,consumer goods,cleaning products,wiki/scl,stocks/scl
scln,"sciclone pharmaceuticals, inc.",healthcare,drug manufacturers - other,wiki/scln,stocks/scln
scmr,"sycamore networks, inc.",technology,networking & communication devices,na,stocks/scmr
scon,superconductor technologies inc.,technology,semiconductor - integrated circuits,na,stocks/scon
scor,"comscore, inc.",services,business services,wiki/scor,stocks/scor
scs,steelcase inc.,consumer goods,business equipment,wiki/scs,stocks/scs
scsc,"scansource, inc.",technology,technical & system software,wiki/scsc,stocks/scsc
scss,select comfort corporation,consumer goods,home furnishings & fixtures,wiki/scss,stocks/scss
scty,solarcity corporation,technology,semiconductor - specialized,wiki/scty,stocks/scty
scu,scana corporation scana corpora,,,na,stocks/scu
scx,the l.s. starrett company,industrial goods,small tools & accessories,na,stocks/scx
sd,"sandridge energy, inc.",basic materials,oil & gas drilling & exploration,wiki/sd,stocks/sd
scvl,shoe carnival inc.,services,apparel stores,wiki/scvl,stocks/scvl
se,spectra energy corp.,basic materials,oil & gas pipelines,wiki/se,stocks/se
seac,seachange international inc.,technology,application software,wiki/seac,stocks/seac
sbbx,sussex bancorp,financial,regional - northeast banks,na,stocks/sbbx
seb,seaboard corp.,conglomerates,conglomerates,wiki/seb,stocks/seb
seas,"seaworld entertainment, inc.",services,sporting activities,wiki/seas,stocks/seas
see,sealed air corporation,consumer goods,packaging & containers,wiki/see,stocks/see
seic,sei investments co.,financial,asset management,wiki/seic,stocks/seic
sem,select medical holdings corporation,healthcare,hospitals,wiki/sem,stocks/sem
semg,semgroup corporation,basic materials,oil & gas pipelines,wiki/semg,stocks/semg
senea,seneca foods corp.,consumer goods,processed & packaged goods,wiki/senea,stocks/senea
seneb,seneca foods corp.,consumer goods,processed & packaged goods,na,stocks/seneb
sev,"sevcon, inc.",technology,semiconductor - integrated circuits,na,stocks/sev
sf,stifel financial corp.,financial,investment brokerage - regional,wiki/sf,stocks/sf
sfe,"safeguard scientifics, inc.",services,business services,wiki/sfe,stocks/sfe
sfg,stancorp financial group inc.,financial,accident & health insurance,wiki/sfg,stocks/sfg
sfly,"shutterfly, inc.",services,personal services,wiki/sfly,stocks/sfly
sfnc,simmons first national corporation,financial,money center banks,wiki/sfnc,stocks/sfnc
sga,saga communications inc.,services,broadcasting - radio,wiki/sga,stocks/sga
sgb,southwest georgia financial corp.,financial,regional - mid-atlantic banks,na,stocks/sgb
sgc,superior uniform group inc.,consumer goods,textile - apparel clothing,na,stocks/sgc
sgi,silicon graphics international corp.,technology,diversified computer systems,wiki/sgi,stocks/sgi
sgen,seattle genetics inc.,healthcare,biotechnology,wiki/sgen,stocks/sgen
sgma,sigmatron international inc.,technology,printed circuit boards,na,stocks/sgma
sgmo,sangamo biosciences inc.,healthcare,biotechnology,wiki/sgmo,stocks/sgmo
sgnt,"sagent pharmaceuticals, inc.",healthcare,drugs - generic,wiki/sgnt,stocks/sgnt
sgms,scientific games corporation,services,gaming activities,wiki/sgms,stocks/sgms
sgy,stone energy corp.,basic materials,independent oil & gas,wiki/sgy,stocks/sgy
sgyp,"synergy pharmaceuticals, inc.",healthcare,drug manufacturers - other,wiki/sgyp,stocks/sgyp
shld,sears holdings corporation,services,department stores,wiki/shld,stocks/shld
shen,shenandoah telecommunications co.,technology,telecom services - domestic,wiki/shen,stocks/shen
shlm,"a. schulman, inc.",basic materials,chemicals - major diversified,wiki/shlm,stocks/shlm
shlo,shiloh industries inc.,industrial goods,metal fabrication,wiki/shlo,stocks/shlo
shoo,"steven madden, ltd.",consumer goods,textile - apparel footwear & accessories,wiki/shoo,stocks/shoo
shor,"shoretel, inc.",technology,communication equipment,wiki/shor,stocks/shor
sig,signet jewelers limited,services,jewelry stores,wiki/sig,stocks/sig
shos,"sears hometown and outlet stores, inc.",services,department stores,wiki/shos,na
siga,"siga technologies, inc.",healthcare,biotechnology,wiki/siga,stocks/siga
sigm,"sigma designs, inc.",technology,semiconductor - specialized,wiki/sigm,stocks/sigm
simg,"silicon image, inc.",technology,semiconductor - broad line,wiki/simg,stocks/simg
siro,sirona dental systems inc.,healthcare,medical appliances & equipment,wiki/siro,stocks/siro
sivb,svb financial group,financial,regional - pacific banks,wiki/sivb,stocks/sivb
six,six flags entertainment corporation,services,general entertainment,wiki/six,stocks/six
sji,"south jersey industries, inc.",utilities,gas utilities,wiki/sji,stocks/sji
sjw,sjw corp.,utilities,water utilities,wiki/sjw,stocks/sjw
skh,"skilled healthcare group, inc.",healthcare,long-term care facilities,wiki/skh,stocks/skh
skt,tanger factory outlet centers inc.,financial,reit - retail,na,stocks/skt
skul,"skullcandy, inc.",consumer goods,electronic equipment,wiki/skul,stocks/skul
skx,skechers usa inc.,consumer goods,textile - apparel footwear & accessories,wiki/skx,stocks/skx
sky,skyline corp.,industrial goods,manufactured housing,na,stocks/sky
skyw,skywest inc.,services,regional airlines,wiki/skyw,stocks/skyw
slab,silicon laboratories inc.,technology,semiconductor - integrated circuits,wiki/slab,stocks/slab
slb,schlumberger limited,basic materials,oil & gas equipment & services,wiki/slb,stocks/slb
slca,"u.s. silica holdings, inc.",basic materials,industrial metals & minerals,wiki/slca,stocks/slca
slg,sl green realty corp.,financial,reit - retail,na,stocks/slg
slgn,silgan holdings inc.,consumer goods,packaging & containers,wiki/slgn,stocks/slgn
slh,solera holdings inc.,technology,business software & services,wiki/slh,stocks/slh
sli,sl industries inc.,technology,diversified electronics,na,stocks/sli
slm,slm corporation,financial,credit services,wiki/slm,stocks/slm
slmap,slm corporation,,,na,na
slp,"simulations plus, inc.",technology,business software & services,na,stocks/slp
sltc,"selectica, inc.",technology,internet software & services,na,stocks/sltc
sltm,"solta medical, inc.",,,na,stocks/sltm
slxp,salix pharmaceuticals ltd.,healthcare,drugs - generic,wiki/slxp,stocks/slxp
sm,sm energy company,basic materials,independent oil & gas,wiki/sm,stocks/sm
sma,"symmetry medical, inc.",healthcare,medical appliances & equipment,wiki/sma,stocks/sma
smed,sharps compliance corp.,industrial goods,waste management,na,stocks/smed
smci,"super micro computer, inc.",technology,networking & communication devices,wiki/smci,stocks/smci
smg,the scotts miracle-gro company,basic materials,agricultural chemicals,wiki/smg,stocks/smg
smit,"schmitt industries, inc.",technology,scientific & technical instruments,na,stocks/smit
smlp,"summit midstream partners, lp",utilities,gas utilities,na,stocks/smlp
smmf,summit financial group inc.,financial,regional - mid-atlantic banks,na,stocks/smmf
smp,standard motor products inc.,consumer goods,auto parts,wiki/smp,stocks/smp
smpl,"simplicity bancorp, inc.",financial,savings & loans,na,stocks/smpl
smrt,stein mart inc.,services,apparel stores,wiki/smrt,stocks/smrt
smsi,smith micro software inc.,technology,application software,na,stocks/smsi
smtc,semtech corporation,technology,semiconductor - integrated circuits,wiki/smtc,stocks/smtc
smtx,smtc corporation,technology,printed circuit boards,na,stocks/smtx
sn,sanchez energy corporation,basic materials,independent oil & gas,wiki/sn,stocks/sn
sna,snap-on inc.,industrial goods,small tools & accessories,wiki/sna,stocks/sna
snak,"inventure foods, inc.",consumer goods,processed & packaged goods,wiki/snak,stocks/snak
snbc,sun bancorp inc.,financial,regional - northeast banks,wiki/snbc,stocks/snbc
sncr,"synchronoss technologies, inc.",technology,application software,wiki/sncr,stocks/sncr
sndk,sandisk corp.,technology,data storage devices,wiki/sndk,stocks/sndk
snfca,security national financial corp.,financial,credit services,na,stocks/snfca
snh,senior housing properties trust,financial,reit - healthcare facilities,na,stocks/snh
sni,"scripps networks interactive, inc.",services,broadcasting - tv,wiki/sni,stocks/sni
snmx,senomyx inc.,basic materials,specialty chemicals,na,stocks/snmx
snps,synopsys inc.,technology,semiconductor equipment & materials,wiki/snps,stocks/snps
snta,synta pharmaceuticals corp.,healthcare,biotechnology,wiki/snta,stocks/snta
snts,"santarus, inc.",,,na,stocks/snts
snss,"sunesis pharmaceuticals, inc.",healthcare,biotechnology,wiki/snss,stocks/snss
snv,synovus financial corporation,financial,regional - mid-atlantic banks,wiki/snv,stocks/snv
snx,synnex corp.,services,business services,wiki/snx,stocks/snx
so,southern company,utilities,diversified utilities,wiki/so,stocks/so
socb,southcoast financial corp.,financial,regional - southeast banks,na,stocks/socb
sofo,"sonic foundry, inc.",technology,application software,na,stocks/sofo
sohu,sohu.com inc.,technology,internet information providers,na,stocks/sohu
son,sonoco products co.,consumer goods,packaging & containers,wiki/son,stocks/son
sona,southern national bancorp of virginia inc.,financial,regional - mid-atlantic banks,na,stocks/sona
sonc,sonic corp.,services,restaurants,wiki/sonc,stocks/sonc
sons,"sonus networks, inc.",technology,communication equipment,wiki/sons,stocks/sons
sont,"seen on screen tv, inc.",,,na,stocks/sont
sorl,"sorl auto parts, inc.",consumer goods,auto manufacturers - major,na,stocks/sorl
spa,sparton corp.,technology,diversified electronics,wiki/spa,stocks/spa
span,span-america medical systems inc.,healthcare,medical appliances & equipment,na,stocks/span
spar,spartan motors inc.,consumer goods,trucks & other vehicles,wiki/spar,stocks/spar
spb,"spectrum brands holdings, inc.",industrial goods,industrial electrical equipment,wiki/spb,stocks/spb
spbc,"sp bancorp, inc.",financial,credit services,na,stocks/spbc
spcha,sport chalet inc.,,,na,stocks/spcha
spchb,sport chalet inc.,services,sporting goods stores,na,stocks/spchb
spex,spherix incorporated,healthcare,medical laboratories & research,na,stocks/spex
spf,standard pacific corp.,industrial goods,residential construction,wiki/spf,stocks/spf
spg,simon property group inc.,financial,reit - retail,wiki/spg,stocks/spg
sph,"suburban propane partners, l.p.",utilities,gas utilities,na,stocks/sph
splk,"splunk, inc.",technology,application software,wiki/splk,stocks/splk
spir,spire corp.,technology,semiconductor - broad line,na,stocks/spir
splp,steel partners holdings l.p,conglomerates,conglomerates,na,stocks/splp
spls,"staples, inc.",services,"specialty retail, other",wiki/spls,stocks/spls
spn,"superior energy services, inc.",basic materials,oil & gas equipment & services,wiki/spn,stocks/spn
spnc,the spectranetics corporation,healthcare,medical appliances & equipment,wiki/spnc,stocks/spnc
sppi,"spectrum pharmaceuticals, inc.",healthcare,biotechnology,wiki/sppi,stocks/sppi
spr,"spirit aerosystems holdings, inc.",industrial goods,aerospace/defense products & services,wiki/spr,stocks/spr
spro,smartpros ltd.,services,education & training services,na,stocks/spro
sprt,"support.com, inc.",technology,internet software & services,wiki/sprt,stocks/sprt
spsc,"sps commerce, inc.",technology,application software,wiki/spsc,stocks/spsc
spu,"skypeople fruit juice, inc.",consumer goods,beverages - soft drinks,na,stocks/spu
sptn,spartan stores inc.,services,food wholesale,wiki/sptn,stocks/sptn
spw,spx corporation,industrial goods,diversified machinery,wiki/spw,stocks/spw
spwr,sunpower corporation,technology,semiconductor - specialized,wiki/spwr,stocks/spwr
sqi,"sciquest, inc.",technology,application software,wiki/sqi,stocks/sqi
sqnm,sequenom inc.,healthcare,biotechnology,wiki/sqnm,stocks/sqnm
sr,the standard register company,consumer goods,office supplies,na,stocks/sr
srce,1st source corporation,financial,regional - midwest banks,wiki/srce,stocks/srce
srdx,"surmodics, inc.",healthcare,diagnostic substances,wiki/srdx,stocks/srdx
srcl,"stericycle, inc.",industrial goods,waste management,wiki/srcl,stocks/srcl
srev,"servicesource international, inc.",technology,business software & services,wiki/srev,stocks/srev
sre,sempra energy,utilities,diversified utilities,wiki/sre,stocks/sre
sri,stoneridge inc.,consumer goods,auto parts,wiki/sri,stocks/sri
srpt,"sarepta therapeutics, inc.",healthcare,biotechnology,wiki/srpt,stocks/srpt
srt,"startek, inc.",services,business services,na,stocks/srt
ssd,"simpson manufacturing co., inc.",industrial goods,small tools & accessories,wiki/ssd,stocks/ssd
ssi,stage stores inc.,services,apparel stores,wiki/ssi,stocks/ssi
ssfn,stewardship financial corp.,financial,regional - northeast banks,na,stocks/ssfn
ssn,samson oil & gas limited,basic materials,oil & gas drilling & exploration,na,stocks/ssn
ssnc,,technology,business software & services,wiki/ssnc,stocks/ssnc
ssni,"silver spring networks, inc.",technology,computer based systems,wiki/ssni,stocks/ssni
ssp,the e. w. scripps company,services,publishing - newspapers,wiki/ssp,stocks/ssp
sss,sovran self storage inc.,financial,reit - industrial,na,stocks/sss
sstk,"shutterstock, inc.",services,business services,wiki/sstk,stocks/sstk
ssy,sunlink health systems inc.,healthcare,hospitals,na,stocks/ssy
st,sensata technologies holding nv,technology,scientific & technical instruments,na,stocks/st
staa,staar surgical company,healthcare,medical instruments & supplies,wiki/staa,stocks/staa
stag,"stag industrial, inc.",financial,reit - industrial,na,na
stba,,financial,regional - northeast banks,wiki/stba,stocks/stba
stbz,state bank financial corporation,financial,money center banks,wiki/stbz,stocks/stbz
stc,stewart information services corporation,financial,property & casualty insurance,wiki/stc,stocks/stc
ste,steris corp.,healthcare,medical appliances & equipment,wiki/ste,stocks/ste
stec,"stec, inc.",,,na,stocks/stec
stei,stewart enterprises inc.,,,na,stocks/stei
stel,stellarone corporation,,,na,stocks/stel
stem,stemcells inc.,healthcare,biotechnology,na,stocks/stem
stfc,state auto financial corp.,financial,property & casualty insurance,wiki/stfc,stocks/stfc
sti,"suntrust banks, inc.",financial,money center banks,wiki/sti,stocks/sti
stj,st. jude medical inc.,healthcare,medical appliances & equipment,wiki/stj,stocks/stj
stl,sterling bancorp.,financial,savings & loans,wiki/stl,stocks/stl
snhy,sun hydraulics corp.,industrial goods,industrial equipment & components,wiki/snhy,stocks/snhy
stld,steel dynamics inc.,basic materials,steel & iron,wiki/stld,stocks/stld
stly,stanley furniture co. inc.,consumer goods,home furnishings & fixtures,na,stocks/stly
stml,"stemline therapeutics, inc.",healthcare,biotechnology,wiki/stml,stocks/stml
stnd,standard financial corp.,financial,regional - northeast banks,na,stocks/stnd
stmp,stamps.com inc.,technology,application software,wiki/stmp,stocks/stmp
stnr,steiner leisure ltd.,services,personal services,wiki/stnr,stocks/stnr
str,questar corporation,utilities,gas utilities,wiki/str,stocks/str
ston,stonemor partners lp,services,personal services,na,stocks/ston
stra,strayer education inc.,services,education & training services,wiki/stra,stocks/stra
stri,"str holdings, inc.",consumer goods,rubber & plastics,na,stocks/stri
strl,sterling construction co. inc.,industrial goods,heavy construction,wiki/strl,stocks/strl
strm,"streamline health solutions, inc.",technology,healthcare information services,na,stocks/strm
strn,sutron corporation,technology,scientific & technical instruments,na,stocks/strn
strs,stratus properties inc.,financial,real estate development,na,stocks/strs
strt,strattec security corporation,consumer goods,auto parts,na,stocks/strt
strza,starz,services,entertainment - diversified,wiki/strza,na
stsa,sterling financial corporation,financial,savings & loans,wiki/stsa,stocks/stsa
sts,supreme industries inc.,consumer goods,trucks & other vehicles,na,stocks/sts
strzb,starz,,,na,na
stsi,"star scientific, inc.",healthcare,drug manufacturers - major,wiki/stsi,stocks/stsi
stx,seagate technology public limited company,technology,data storage devices,wiki/stx,stocks/stx
stxs,stereotaxis inc.,healthcare,medical appliances & equipment,na,stocks/stxs
stz,constellation brands inc.,consumer goods,beverages - wineries & distillers,wiki/stz,stocks/stz
subk,suffolk bancorp,financial,money center banks,wiki/subk,stocks/subk
sui,sun communities inc.,financial,reit - residential,na,stocks/sui
sumr,"summer infant, inc.",consumer goods,personal products,na,stocks/sumr
sune,"sunedison, inc.",technology,semiconductor - integrated circuits,wiki/sune,na
sup,"superior industries international, inc.",consumer goods,auto parts,wiki/sup,stocks/sup
supx,supertex inc.,,,wiki/supx,stocks/supx
surg,"synergetics usa, inc.",healthcare,medical appliances & equipment,na,stocks/surg
supn,"supernus pharmaceuticals, inc.",healthcare,drugs - generic,wiki/supn,stocks/supn
susp,susser petroleum partners lp,services,industrial equipment wholesale,na,stocks/susp
susq,"susquehanna bancshares, inc.",financial,regional - mid-atlantic banks,wiki/susq,stocks/susq
sutr,sutor technology group limited,basic materials,steel & iron,na,stocks/sutr
svbl,"silver bull resources, inc.",basic materials,industrial metals & minerals,na,stocks/svbl
svbi,severn bancorp inc.,financial,regional - mid-atlantic banks,na,stocks/svbi
svt,servotronics inc.,industrial goods,industrial electrical equipment,na,stocks/svt
svu,supervalu inc.,services,grocery stores,wiki/svu,stocks/svu
swc,stillwater mining co.,basic materials,industrial metals & minerals,wiki/swc,stocks/swc
swft,swift transportation company,services,trucking,wiki/swft,stocks/swft
swhc,smith & wesson holding corporation,industrial goods,aerospace/defense products & services,wiki/swhc,stocks/swhc
swi,"solarwinds, inc.",technology,application software,wiki/swi,stocks/swi
swk,"stanley black & decker, inc.",industrial goods,machine tools & accessories,wiki/swk,stocks/swk
swks,skyworks solutions inc.,technology,semiconductor - integrated circuits,wiki/swks,stocks/swks
swm,schweitzer-mauduit international inc.,consumer goods,paper & paper products,wiki/swm,stocks/swm
swn,southwestern energy co.,basic materials,independent oil & gas,wiki/swn,stocks/swn
sws,"sws group, inc.",financial,investment brokerage - regional,wiki/sws,stocks/sws
swx,southwest gas corporation,utilities,gas utilities,wiki/swx,stocks/swx
swy,safeway inc.,services,grocery stores,wiki/swy,stocks/swy
sxc,suncoke energy inc.,basic materials,steel & iron,wiki/sxc,stocks/sxc
sxe,"southcross energy partners, l.p.",utilities,gas utilities,na,stocks/sxe
sxi,standex international corporation,industrial goods,industrial equipment & components,wiki/sxi,stocks/sxi
sxl,sunoco logistics partners l.p.,basic materials,oil & gas pipelines,na,stocks/sxl
sxt,sensient technologies corporation,basic materials,specialty chemicals,wiki/sxt,stocks/sxt
sya,symetra financial corporation,financial,life insurance,wiki/sya,stocks/sya
sybt,"stock yards bancorp, inc.",financial,regional - southeast banks,wiki/sybt,stocks/sybt
syk,stryker corporation,healthcare,medical appliances & equipment,wiki/syk,stocks/syk
syke,"sykes enterprises, incorporated",technology,information technology services,wiki/syke,stocks/syke
symc,symantec corporation,technology,security software & services,wiki/symc,stocks/symc
symm,symmetricom inc.,,,na,stocks/symm
symx,"synthesis energy systems, inc.",basic materials,specialty chemicals,na,stocks/symx
syn,synthetic biologics inc.,healthcare,biotechnology,na,stocks/syn
syna,synaptics inc.,technology,application software,wiki/syna,stocks/syna
sync,"synacor, inc.",technology,internet information providers,na,stocks/sync
synm,syntroleum corp.,basic materials,oil & gas refining & marketing,na,stocks/synm
sypr,sypris solutions inc.,consumer goods,auto parts,na,stocks/sypr
syrg,synergy resources corporation,basic materials,oil & gas equipment & services,wiki/syrg,stocks/syrg
syut,synutra international inc.,consumer goods,dairy products,wiki/syut,stocks/syut
syy,sysco corporation,services,food wholesale,wiki/syy,stocks/syy
szym,"solazyme, inc.",basic materials,oil & gas refining & marketing,wiki/szym,stocks/szym
t,,technology,telecom services - domestic,wiki/t,stocks/t
ta,travelcenters of america llc,services,"specialty retail, other",na,stocks/ta
tact,transact technologies incorporated,technology,computer peripherals,na,stocks/tact
tait,taitron components inc.,services,electronics wholesale,na,stocks/tait
tal,"tal international group, inc.",services,rental & leasing services,wiki/tal,stocks/tal
tap,molson coors brewing company,consumer goods,beverages - brewers,wiki/tap,stocks/tap
tasr,taser international inc.,industrial goods,aerospace/defense products & services,wiki/tasr,stocks/tasr
tast,"carrols restaurant group, inc.",services,restaurants,wiki/tast,stocks/tast
tat,transatlantic petroleum ltd.,basic materials,oil & gas drilling & exploration,na,na
tax,"jth holding, inc.",services,personal services,na,stocks/tax
tayc,taylor capital group inc.,financial,regional - midwest banks,wiki/tayc,stocks/tayc
taycp,"taylor capital group, inc.",,,na,na
tayd,taylor devices inc.,industrial goods,diversified machinery,na,stocks/tayd
tbac,"tandy brands accessories, inc.",consumer goods,textile - apparel footwear & accessories,na,stocks/tbac
tbi,"trueblue, inc.",services,staffing & outsourcing services,wiki/tbi,stocks/tbi
tbnk,territorial bancorp inc.,financial,regional - pacific banks,wiki/tbnk,stocks/tbnk
tbow,"trunkbow international holdings, ltd.",,,na,stocks/tbow
tbio,transgenomic inc.,technology,scientific & technical instruments,na,stocks/tbio
tc,thompson creek metals company inc.,basic materials,industrial metals & minerals,na,stocks/tc
tcb,tcf financial corporation,financial,money center banks,wiki/tcb,stocks/tcb
tcbi,texas capital bancshares inc.,financial,regional - southwest banks,wiki/tcbi,stocks/tcbi
tcbk,trico bancshares,financial,regional - pacific banks,wiki/tcbk,stocks/tcbk
tcco,technical communications corporation,technology,communication equipment,na,stocks/tcco
tci,transcontinental realty investors inc.,financial,reit - diversified,na,stocks/tci
tco,"taubman centers, inc.",financial,reit - retail,na,stocks/tco
tcp,"tc pipelines, lp",basic materials,oil & gas pipelines,na,stocks/tcp
tdc,teradata corporation,technology,data storage devices,wiki/tdc,stocks/tdc
tdw,tidewater inc.,basic materials,oil & gas equipment & services,wiki/tdw,stocks/tdw
tdg,transdigm group incorporated,industrial goods,aerospace/defense products & services,wiki/tdg,stocks/tdg
tdy,teledyne technologies inc.,consumer goods,electronic equipment,wiki/tdy,stocks/tdy
te,"teco energy, inc.",utilities,electric utilities,wiki/te,stocks/te
tecd,tech data corp.,services,computers wholesale,wiki/tecd,stocks/tecd
tech,techne corp.,healthcare,biotechnology,wiki/tech,stocks/tech
tear,tearlab corporation,healthcare,medical laboratories & research,wiki/tear,stocks/tear
tecua,tecumseh products company,industrial goods,diversified machinery,wiki/tecua,stocks/tecua
tecub,tecumseh products company,,,na,stocks/tecub
teg,"integrys energy group, inc.",utilities,gas utilities,wiki/teg,stocks/teg
tel,te connectivity ltd.,technology,diversified electronics,wiki/tel,stocks/tel
telk,telik inc.,healthcare,drugs - generic,na,stocks/telk
ter,teradyne inc.,technology,semiconductor equipment & materials,wiki/ter,stocks/ter
ten,tenneco inc.,consumer goods,auto parts,wiki/ten,stocks/ten
tess,tessco technologies inc.,services,electronics wholesale,wiki/tess,stocks/tess
teso,tesco corporation,basic materials,oil & gas equipment & services,wiki/teso,stocks/teso
tex,terex corp.,industrial goods,farm & construction machinery,wiki/tex,stocks/tex
tfco,tufco technologies inc.,,,na,stocks/tfco
tfm,"the fresh market, inc.",services,grocery stores,wiki/tfm,stocks/tfm
tfsl,tfs financial corp,financial,regional - midwest banks,wiki/tfsl,stocks/tfsl
tgc,tengasco inc.,basic materials,independent oil & gas,na,stocks/tgc
tfx,teleflex incorporated,healthcare,medical instruments & supplies,wiki/tfx,stocks/tfx
tg,tredegar corp.,consumer goods,rubber & plastics,wiki/tg,stocks/tg
tge,tgc industries inc.,basic materials,oil & gas equipment & services,wiki/tge,stocks/tge
tgi,"triumph group, inc.",industrial goods,aerospace/defense products & services,wiki/tgi,stocks/tgi
tgt,target corp.,services,"discount, variety stores",wiki/tgt,stocks/tgt
thc,tenet healthcare corp.,healthcare,hospitals,wiki/thc,stocks/thc
thff,first financial corp.,financial,regional - midwest banks,wiki/thff,stocks/thff
thg,the hanover insurance group inc.,financial,property & casualty insurance,wiki/thg,stocks/thg
thld,threshold pharmaceuticals inc.,healthcare,biotechnology,wiki/thld,stocks/thld
tho,thor industries inc.,consumer goods,recreational vehicles,wiki/tho,stocks/tho
thi,tim hortons inc.,services,restaurants,na,stocks/thi
thor,thoratec corp.,healthcare,medical instruments & supplies,wiki/thor,stocks/thor
thr,"thermon group holdings, inc.",industrial goods,diversified machinery,wiki/thr,stocks/thr
thrd,tf financial corporation,financial,savings & loans,na,stocks/thrd
thrm,gentherm incorporated,consumer goods,auto parts,wiki/thrm,stocks/thrm
thrx,theravance inc.,healthcare,biotechnology,wiki/thrx,stocks/thrx
ths,"treehouse foods, inc.",consumer goods,processed & packaged goods,wiki/ths,stocks/ths
thti,"tht heat transfer technology, inc.",industrial goods,diversified machinery,na,stocks/thti
tibx,tibco software inc.,technology,business software & services,wiki/tibx,stocks/tibx
tif,tiffany & co.,services,jewelry stores,wiki/tif,stocks/tif
tigr,tigerlogic corporation,technology,application software,na,stocks/tigr
tik,tel-instrument electronics corp.,technology,scientific & technical instruments,na,stocks/tik
tis,orchids paper products company,consumer goods,paper & paper products,wiki/tis,stocks/tis
tisi,"team, inc.",services,business services,wiki/tisi,stocks/tisi
titn,"titan machinery, inc.",services,industrial equipment wholesale,wiki/titn,stocks/titn
tivo,tivo inc.,services,catv systems,wiki/tivo,stocks/tivo
